fps,case,time,action,position_x,position_y,position_z,hp,sp,enemy_hp,actor_yaw,enemy_x,enemy_y
60,1,1.3333,Sword.Light.3,27.23,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.3500,Sword.Light.3,20.75,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.3667,Sword.Light.3,25.20,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.3833,Sword.Light.3,30.16,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.4000,Sword.Light.3,35.48,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.4167,Sword.Light.3,41.32,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.4333,Sword.Light.3,47.85,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.4500,Sword.Light.3,55.21,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.4667,Sword.Light.3,63.57,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.4833,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.5000,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.5167,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
60,1,1.5333,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.5500,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.5667,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.5833,Sword.Light.3,71.02,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.6000,Sword.Light.3,71.08,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.6167,Sword.Light.3,71.31,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.6333,Sword.Light.3,71.61,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.6500,Sword.Light.3,71.90,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.6667,Sword.Light.3,71.82,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.6833,Sword.Light.3,71.25,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.7000,Sword.Light.3,70.77,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.7167,Sword.Light.3,70.44,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.7333,Sword.Light.3,69.95,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.7500,Sword.Light.3,69.44,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.7667,Sword.Light.3,69.02,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.7833,Sword.Light.3,68.68,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.8000,Sword.Light.3,68.39,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.8167,Sword.Light.3,68.18,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.8333,Sword.Light.3,68.10,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.8500,Sword.Light.4,68.12,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.8667,Sword.Light.4,68.62,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.8833,Sword.Light.4,68.65,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.9000,Sword.Light.4,68.49,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.9167,Sword.Light.4,68.60,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.9333,Sword.Light.4,68.08,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.9500,Sword.Light.4,66.45,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.9667,Sword.Light.4,63.22,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,1.9833,Sword.Light.4,57.94,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.0000,Sword.Light.4,48.22,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.0167,Sword.Light.4,33.63,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.0333,Sword.Light.4,22.03,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.0500,Sword.Light.4,32.20,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.0667,Sword.Light.4,40.92,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.0833,Sword.Light.4,48.19,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.1000,Sword.Light.4,55.07,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.1167,Sword.Light.4,61.61,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.1333,Sword.Light.4,67.87,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.1500,Sword.Light.4,71.39,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.1667,Sword.Light.4,71.40,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.1833,Sword.Light.4,71.41,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.2000,Sword.Light.4,71.42,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.2167,Sword.Light.4,71.45,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.2333,Sword.Light.4,71.47,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.2500,Sword.Light.4,71.51,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.2667,Sword.Light.4,71.55,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
60,1,2.2833,Sword.Light.4,71.65,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.3000,Sword.Light.4,71.75,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.3167,Sword.Light.4,71.79,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.3333,Sword.Light.4,71.79,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.3500,Sword.Light.4,71.79,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.3667,Sword.Light.4,71.79,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.3833,Sword.Light.4,71.79,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.4000,Sword.Light.4,71.90,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.4167,Sword.Light.4,69.14,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.4333,Sword.Light.4,63.88,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.4500,Sword.Light.4,58.35,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.4667,Sword.Light.4,54.71,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.4833,Sword.Light.4,53.80,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.5000,Sword.Light.4,54.36,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.5167,Sword.Light.4,55.51,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.5333,Sword.Light.4,56.39,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.5500,Sword.Light.4,56.84,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.5667,Sword.Light.4,57.33,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.5833,Sword.Light.4,57.83,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.6000,Sword.Light.4,58.33,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.6167,Sword.Light.4,58.81,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.6333,Sword.Light.4,59.27,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.6500,Sword.Light.4,59.68,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.6667,Sword.Light.4,60.04,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.6833,Sword.Light.4,60.39,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.7000,Sword.Light.4,60.80,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.7167,Sword.Light.4,61.23,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.7333,Sword.Light.4,61.66,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.7500,Sword.Light.4,62.06,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.7667,Sword.Light.4,62.42,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.7833,Sword.Light.4,62.70,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.8000,Sword.Light.4,62.87,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.8167,Sword.Light.4,62.92,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.8333,Sword.Light.4,62.82,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.8500,Sword.Light.4,62.55,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.8667,Sword.Light.4,62.04,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.8833,Sword.Light.4,61.29,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.9000,Sword.Light.4,60.36,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.9167,Sword.Light.4,59.29,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.9333,Sword.Light.4,58.12,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.9500,Sword.Light.4,56.91,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.9667,Sword.Light.4,55.70,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,2.9833,Sword.Light.4,54.53,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.0000,Sword.Light.4,53.47,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.0167,Sword.Light.4,52.55,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.0333,Sword.Light.4,51.82,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.0500,Sword.Light.4,51.37,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.0667,Sword.Light.4,51.23,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.0833,Sword.Light.4,51.30,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.1000,Sword.Light.4,51.51,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.1167,Sword.Light.4,51.77,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.1333,Sword.Light.4,52.00,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.1500,Sword.Light.4,52.20,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.1667,Sword.Light.4,52.41,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.1833,Sword.Light.4,52.62,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.2000,Sword.Light.4,52.86,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.2167,Sword.Light.4,53.10,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.2333,Sword.Light.4,53.37,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.2500,Sword.Light.4,53.64,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.2667,Sword.Light.4,53.92,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.2833,Sword.Light.4,54.22,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.3000,Sword.Light.4,54.53,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.3167,Sword.Light.4,54.84,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.3333,Sword.Light.4,55.16,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.3500,Sword.Light.4,55.51,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.3667,Sword.Light.4,55.90,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.3833,Sword.Light.4,56.32,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.4000,Sword.Light.4,56.75,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.4167,Sword.Light.4,57.19,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.4333,Sword.Light.4,57.63,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.4500,Sword.Light.4,58.07,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.4667,Sword.Light.4,58.48,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.4833,Sword.Light.4,58.87,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.5000,Sword.Light.4,59.21,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.5167,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.5333,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.5500,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.5667,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.5833,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.6000,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.6167,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.6333,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.6500,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.6667,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.6833,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.7000,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.7167,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.7333,Sword.Light.4,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.7500,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.7667,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.7833,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.8000,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.8167,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.8333,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.8500,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.8667,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.8833,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.9000,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.9167,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.9333,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.9500,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.9667,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,3.9833,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,4.0000,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,1,4.0167,None,59.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
60,2,0.0167,Sword.Dodge.F,-4.37,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.0333,Sword.Dodge.F,-10.62,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.0500,Sword.Dodge.F,-13.11,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.0667,Sword.Dodge.F,-6.22,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.0833,Sword.Dodge.F,12.15,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.1000,Sword.Dodge.F,37.81,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.1167,Sword.Dodge.F,67.04,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.1333,Sword.Dodge.F,96.08,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.1500,Sword.Dodge.F,121.19,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.1667,Sword.Dodge.F,142.96,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.1833,Sword.Dodge.F,164.30,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.2000,Sword.Dodge.F,184.98,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.2167,Sword.Dodge.F,204.78,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.2333,Sword.Dodge.F,223.47,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.2500,Sword.Dodge.F,240.81,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.2667,Sword.Dodge.F,256.59,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.2833,Sword.Dodge.F,270.75,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.3000,Sword.Dodge.F,283.61,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.3167,Sword.Dodge.F,295.44,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.3333,Sword.Dodge.F,306.50,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.3500,Sword.Dodge.F,317.07,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.3667,Sword.Dodge.F,327.40,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.3833,Sword.Dodge.F,337.77,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.4000,Sword.Dodge.F,348.46,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.4167,Sword.Dodge.F,359.73,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.4333,Sword.Dodge.F,371.89,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.4500,Sword.Dodge.F,384.63,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.4667,Sword.Dodge.F,397.28,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.4833,Sword.Dodge.F,409.18,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.5000,Sword.Dodge.F,419.63,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.5167,Sword.Dodge.F,428.75,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.5333,Sword.Dodge.F,437.09,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.5500,Sword.Dodge.F,444.75,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.5667,Sword.Dodge.F,451.80,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.5833,Sword.Dodge.F,458.33,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.6000,Sword.Dodge.F,464.42,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.6167,Sword.Dodge.F,468.89,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.6333,Sword.Dodge.F,471.27,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.6500,Sword.Dodge.F,472.69,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.6667,Sword.Dodge.F,473.93,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.6833,Sword.Dodge.F,475.01,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.7000,Sword.Dodge.F,475.97,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.7167,Sword.Dodge.F,476.78,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.7333,Sword.Dodge.F,477.48,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.7500,Sword.Dodge.F,478.06,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.7667,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.7833,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.8000,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.8167,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.8333,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.8500,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.8667,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.8833,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.9000,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.9167,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.9333,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.9500,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.9667,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,0.9833,Sword.Dodge.F,478.55,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
60,2,1.0000,None,478.55,-1000.00,90.15,10000.00,70.42,10000.00,0.00,-1400.00,1200.00
60,2,1.0167,None,478.55,-1000.00,90.15,10000.00,70.83,10000.00,0.00,-1400.00,1200.00
60,2,1.0333,None,478.55,-1000.00,90.15,10000.00,71.25,10000.00,0.00,-1400.00,1200.00
60,2,1.0500,None,478.55,-1000.00,90.15,10000.00,71.67,10000.00,0.00,-1400.00,1200.00
60,2,1.0667,None,478.55,-1000.00,90.15,10000.00,72.08,10000.00,0.00,-1400.00,1200.00
60,2,1.0833,None,478.55,-1000.00,90.15,10000.00,72.50,10000.00,0.00,-1400.00,1200.00
60,2,1.1000,None,478.55,-1000.00,90.15,10000.00,72.92,10000.00,0.00,-1400.00,1200.00
60,2,1.1167,None,478.55,-1000.00,90.15,10000.00,73.33,10000.00,0.00,-1400.00,1200.00
60,2,1.1333,None,478.55,-1000.00,90.15,10000.00,73.75,10000.00,0.00,-1400.00,1200.00
60,2,1.1500,None,478.55,-1000.00,90.15,10000.00,74.17,10000.00,0.00,-1400.00,1200.00
60,3,0.0167,Sword.Dodge.B,-2.00,-1000.00,90.15,10000.00,70.00,10000.00,0.00,-1400.00,1200.00
