资产名,UE路径,类型,时长秒,帧数,RateScale,Additive类型,根XY轨迹cm_21点取样,启用RootMotion,原通知,首版状态,设计用途
Jog_Bwd_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Bwd_CircleLeft.Jog_Bwd_CircleLeft,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Bwd_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Bwd_CircleRight.Jog_Bwd_CircleRight,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Bwd_Combat,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Bwd_Combat.Jog_Bwd_Combat,AnimSequence,0.6667,20,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,四向战斗移动
Jog_Bwd_Pivot,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Bwd_Pivot.Jog_Bwd_Pivot,AnimSequence,3.0667,92,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Bwd_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Bwd_Start.Jog_Bwd_Start,AnimSequence,0.7333,22,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Bwd_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Bwd_Stop.Jog_Bwd_Stop,AnimSequence,2.1,63,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_BwdToFwd_SpinCCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_BwdToFwd_SpinCCW.Jog_BwdToFwd_SpinCCW,AnimSequence,1.6667,50,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_BwdToFwd_SpinCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_BwdToFwd_SpinCW.Jog_BwdToFwd_SpinCW,AnimSequence,1.7667,53,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Downhill_Bwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Downhill_Bwd.Jog_Downhill_Bwd,AnimSequence,0.5667,17,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Downhill_Fwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Downhill_Fwd.Jog_Downhill_Fwd,AnimSequence,1.6333,49,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Downhill_Left,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Downhill_Left.Jog_Downhill_Left,AnimSequence,0.5667,17,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Fwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd.Jog_Fwd,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Fwd_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd_CircleLeft.Jog_Fwd_CircleLeft,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Fwd_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd_CircleRight.Jog_Fwd_CircleRight,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Fwd_Combat,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd_Combat.Jog_Fwd_Combat,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,四向战斗移动
Jog_Fwd_Pivot,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd_Pivot.Jog_Fwd_Pivot,AnimSequence,2.6199,78,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Fwd_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd_Start.Jog_Fwd_Start,AnimSequence,1.2667,38,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Fwd_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Fwd_Stop.Jog_Fwd_Stop,AnimSequence,2.1,63,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_FwdToBwd_SpinCCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_FwdToBwd_SpinCCW.Jog_FwdToBwd_SpinCCW,AnimSequence,2.3,69,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_FwdToBwd_SpinCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_FwdToBwd_SpinCW.Jog_FwdToBwd_SpinCW,AnimSequence,1.5667,47,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Left,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left.Jog_Left,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Left_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left_CircleLeft.Jog_Left_CircleLeft,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Left_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left_CircleRight.Jog_Left_CircleRight,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Left_Combat,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left_Combat.Jog_Left_Combat,AnimSequence,2.0333,61,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,四向战斗移动
Jog_Left_Pivot,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left_Pivot.Jog_Left_Pivot,AnimSequence,2.7667,83,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Left_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left_Start.Jog_Left_Start,AnimSequence,0.7333,22,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Left_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Left_Stop.Jog_Left_Stop,AnimSequence,2.2667,68,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right.Jog_Right,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_CircleLeft.Jog_Right_CircleLeft,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_CircleRight.Jog_Right_CircleRight,AnimSequence,1.8,54,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_Combat,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_Combat.Jog_Right_Combat,AnimSequence,2.0333,61,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,四向战斗移动
Jog_Right_Downhill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_Downhill.Jog_Right_Downhill,AnimSequence,1.6667,50,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_Pivot,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_Pivot.Jog_Right_Pivot,AnimSequence,3.4667,104,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_Start.Jog_Right_Start,AnimSequence,1.4667,44,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_Stop.Jog_Right_Stop,AnimSequence,2.2333,67,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Right_Uphill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Right_Uphill.Jog_Right_Uphill,AnimSequence,0.5667,17,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Uphill_Bwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Uphill_Bwd.Jog_Uphill_Bwd,AnimSequence,0.5667,17,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Uphill_Fwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Uphill_Fwd.Jog_Uphill_Fwd,AnimSequence,1.6333,49,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jog_Uphill_Left,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jog_Uphill_Left.Jog_Uphill_Left,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jump_Apex,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jump_Apex.Jump_Apex,AnimSequence,0.2667,8,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,意外离地
Jump_Land,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jump_Land.Jump_Land,AnimSequence,0.1667,5,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,落地
Jump_Pad,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jump_Pad.Jump_Pad,AnimSequence,2.0,60,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jump_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jump_Recovery.Jump_Recovery,AnimSequence,1.6,48,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Jump_Recovery_Additive,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jump_Recovery_Additive.Jump_Recovery_Additive,AnimSequence,1.6,48,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Jump_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Jump_Start.Jump_Start,AnimSequence,0.2667,8,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Knock_Bwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Knock_Bwd.Knock_Bwd,AnimSequence,2.0,60,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Knock_Fwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Knock_Fwd.Knock_Fwd,AnimSequence,2.0,60,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
LevelStart,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/LevelStart.LevelStart,AnimSequence,4.9667,596,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,首次入场
LevelStart_Montage,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/LevelStart_Montage.LevelStart_Montage,AnimMontage,4.9667,595,1.0,,,,P_Mudang_LevelStart_Heart,参考/重建,不直接复用旧Slot或玩家通知；新建Boss Montage引用原Sequence
Primary_Attack_A_Fast_V1,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Fast_V1.Primary_Attack_A_Fast_V1,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_A_Fast_V1_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Fast_V1_MSA.Primary_Attack_A_Fast_V1_MSA,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_A_Normal,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Normal.Primary_Attack_A_Normal,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,第一/二阶段连击第1段
Primary_Attack_A_Normal_Montage,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Normal_Montage.Primary_Attack_A_Normal_Montage,AnimMontage,0.9,26,1.0,,,,SaveAttack / ResetCombo,参考/重建,不直接复用旧Slot或玩家通知；新建Boss Montage引用原Sequence
Primary_Attack_A_Normal_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Normal_MSA.Primary_Attack_A_Normal_MSA,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_A_Slow,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Slow.Primary_Attack_A_Slow,AnimSequence,1.5,180,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,蓄势重斩
Primary_Attack_A_Slow_InMotion_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Slow_InMotion_Recovery.Primary_Attack_A_Slow_InMotion_Recovery,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_A_Slow_InMotion_Recovery_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Slow_InMotion_Recovery_MSA.Primary_Attack_A_Slow_InMotion_Recovery_MSA,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_A_Slow_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Slow_MSA.Primary_Attack_A_Slow_MSA,AnimSequence,1.5,180,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_A_Slow_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Slow_Recovery.Primary_Attack_A_Slow_Recovery,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_A_Slow_Recovery_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_A_Slow_Recovery_MSA.Primary_Attack_A_Slow_Recovery_MSA,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Fast_InMotion,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Fast_InMotion.Primary_Attack_B_Fast_InMotion,AnimSequence,0.4,12,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_B_Fast_InMotion_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Fast_InMotion_MSA.Primary_Attack_B_Fast_InMotion_MSA,AnimSequence,0.4,12,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Normal,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Normal.Primary_Attack_B_Normal,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,第一/二阶段连击第2段
Primary_Attack_B_Normal_InMotion,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Normal_InMotion.Primary_Attack_B_Normal_InMotion,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_B_Normal_InMotion_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Normal_InMotion_MSA.Primary_Attack_B_Normal_InMotion_MSA,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Normal_Montage,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Normal_Montage.Primary_Attack_B_Normal_Montage,AnimMontage,0.9,26,1.0,,,,SaveAttack / ResetCombo,参考/重建,不直接复用旧Slot或玩家通知；新建Boss Montage引用原Sequence
Primary_Attack_B_Normal_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Normal_MSA.Primary_Attack_B_Normal_MSA,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Slow,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow.Primary_Attack_B_Slow,AnimSequence,1.5,45,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_B_Slow_InMotion,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_InMotion.Primary_Attack_B_Slow_InMotion,AnimSequence,1.5,45,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_B_Slow_InMotion_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_InMotion_MSA.Primary_Attack_B_Slow_InMotion_MSA,AnimSequence,1.5,45,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Slow_InMotion_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_InMotion_Recovery.Primary_Attack_B_Slow_InMotion_Recovery,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_B_Slow_InMotion_Recovery_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_InMotion_Recovery_MSA.Primary_Attack_B_Slow_InMotion_Recovery_MSA,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Slow_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_MSA.Primary_Attack_B_Slow_MSA,AnimSequence,1.5,45,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_B_Slow_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_Recovery.Primary_Attack_B_Slow_Recovery,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_B_Slow_Recovery_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_B_Slow_Recovery_MSA.Primary_Attack_B_Slow_Recovery_MSA,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Fast_InMotion,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Fast_InMotion.Primary_Attack_Fast_InMotion,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Fast_InMotion_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Fast_InMotion_MSA.Primary_Attack_Fast_InMotion_MSA,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Fast_V1,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Fast_V1.Primary_Attack_Fast_V1,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Fast_V1_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Fast_V1_MSA.Primary_Attack_Fast_V1_MSA,AnimSequence,0.6,18,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Normal,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Normal.Primary_Attack_Normal,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,第二阶段连击第3段 / 影袭后追加刀
Primary_Attack_Normal_InMotion,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Normal_InMotion.Primary_Attack_Normal_InMotion,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Normal_InMotion_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Normal_InMotion_MSA.Primary_Attack_Normal_InMotion_MSA,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Normal_Montage,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Normal_Montage.Primary_Attack_Normal_Montage,AnimMontage,0.9,26,1.0,,,,SaveAttack / ResetCombo,参考/重建,不直接复用旧Slot或玩家通知；新建Boss Montage引用原Sequence
Primary_Attack_Normal_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Normal_MSA.Primary_Attack_Normal_MSA,AnimSequence,0.9,27,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Slow,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow.Primary_Attack_Slow,AnimSequence,1.5,180,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Slow_InMotion,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_InMotion.Primary_Attack_Slow_InMotion,AnimSequence,1.5,45,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Slow_InMotion_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_InMotion_MSA.Primary_Attack_Slow_InMotion_MSA,AnimSequence,1.5,45,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Slow_InMotion_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_InMotion_Recovery.Primary_Attack_Slow_InMotion_Recovery,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Slow_InMotion_Recovery_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_InMotion_Recovery_MSA.Primary_Attack_Slow_InMotion_Recovery_MSA,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Slow_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_MSA.Primary_Attack_Slow_MSA,AnimSequence,1.5,180,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Primary_Attack_Slow_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_Recovery.Primary_Attack_Slow_Recovery,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Primary_Attack_Slow_Recovery_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Primary_Attack_Slow_Recovery_MSA.Primary_Attack_Slow_Recovery_MSA,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
