资产名,类别,实际类型,时长秒_未乘RateScale,动画帧数,SequenceRateScale,EnableRootMotion,ForceRootLock,根净位移Xcm,根净位移Ycm,根净位移Zcm,水平根轨迹路程cm_61采样,根高度幅度cm,根累计Yaw度,原始水平平均路径速度cm每秒,当前RateScale下平均路径速度_仅序列倍率,本资产Notify数量,引用片段,建议用途,Skeleton,UE路径,文件SHA256
Crouch_Walk_F_L_Anim,蹲姿,AnimSequence,2.0,120,1.0,False,True,119.147,119.147,0.0,168.5,0.0,0.0,84.25,84.25,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Crouch_Walk_F_L_Anim,98a6abb734223441ea47ba71ec8fd1320197bbc0ce940d847ecf9724f3699e49
Crouch_Walk_F_R_Anim,蹲姿,AnimSequence,2.0,120,1.0,False,True,-119.147,119.147,0.0,168.5,0.0,0.0,84.25,84.25,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Crouch_Walk_F_R_Anim,7ddf81c5d280efe2db98f56b0f3c3944a4a5f4cefd02376724096bfe29d92876
Crouch_Walk_L_Anim,蹲姿,AnimSequence,2.0,60,1.0,False,True,168.5,0.0,0.0,168.5,0.0,0.0,84.25,84.25,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Crouch_Walk_L_Anim,dba94bb84200562eebe364335c7f19e852446037d60c74ffedbbdbbb858f1fda
Crouch_Walk_R_Anim,蹲姿,AnimSequence,2.0,60,1.0,False,True,-168.5,0.0,0.0,168.5,0.0,0.0,84.25,84.25,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Crouch_Walk_R_Anim,82f9c32f4675cc46b911dce0cfd2b7884ac65992bccf06896ac7d8ee079000e7
Dead_Anim,死亡,AnimSequence,4.633333206176758,278,1.0,False,False,0.0,29.103,0.0,178.382,0.0,0.0,38.5,38.5,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Dead_Anim,7671ae6aa514eb1ef2bcf5046c74ce1a53fdefa1c855997833bfe52b8402bb0f
Dodge_B_Anim,闪避,AnimSequence,1.0,60,1.0,True,False,0.0,-484.587,0.0,517.076,0.0,0.0,517.076,517.076,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Dodge_B_Anim,225423fe87cad55f4bf01c54cbb63cf6ff10a4caaa2676219665f6e9d8627b97
Dodge_F_Anim,闪避,AnimSequence,1.0,60,1.0,True,False,0.0,477.903,0.0,506.748,0.0,0.0,506.748,506.748,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Dodge_F_Anim,acbb4d50364a80f94c334cd8e33425fbcfa9f7735a1f8673e90d338763938c3f
Dodge_L_Anim,闪避,AnimSequence,1.0,60,1.0,True,False,501.19,0.0,0.0,537.522,0.0,0.0,537.522,537.522,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Dodge_L_Anim,0bb585df27d0823b112ff03aa6b26fa303ad4663c199875a80694a51ab6964b8
Dodge_R_Anim,闪避,AnimSequence,1.0,60,1.0,True,False,-483.085,0.0,0.0,507.285,0.0,0.0,507.285,507.285,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Dodge_R_Anim,7c556c3d2f4358c0b21021529187444244631dc7174450dfff71d1f61de3221c
Down_01_Getup_Anim,倒地与起身,AnimSequence,1.4166666269302368,85,1.0,False,False,0.0,26.316,0.0,55.746,0.0,0.0,39.35,39.35,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Down_01_Getup_Anim,15ae54e69fcb3d303f52c32d5d2c6f166b9a6dda529122dd03b00bdbf657dd84
Down_01_Hit_Anim,倒地与起身,AnimSequence,1.0,60,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Down_01_Hit_Anim,94a0fc5b51742768d52359a304fce95e0b6b311740ed969f664feb1e423912d3
Down_01_Idle_Anim,倒地与起身,AnimSequence,2.25,135,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Down_01_Idle_Anim,0da4e15c865834930868921b55e42c15368f69bd555dc9af9e7accb57d400297
Down_02_Getup_Anim,倒地与起身,AnimSequence,1.8333333730697632,110,1.0,False,False,0.0,0.0,0.0,36.267,0.0,0.0,19.782,19.782,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Down_02_Getup_Anim,302c7d12fe2403ee2bee28fa4184635d863040b54b728c3f10b8b10a2a3e66ca
Down_02_Hit_Anim,倒地与起身,AnimSequence,1.0,60,1.0,False,False,0.0,0.0,0.0,11.79,0.0,0.0,11.79,11.79,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Down_02_Hit_Anim,437474fa31218868287e1cc6cbd7c2e13b221c5676bda0db4b0b17ef46e7bc80
Down_02_Idle_Anim,倒地与起身,AnimSequence,2.25,135,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Down_02_Idle_Anim,c7bfb076cae2cea85c420d0eeb3c27e8e00fb8166dcc79fd83c78c7254246b5f
Hit_01_B_Anim,受击,AnimSequence,1.0,60,1.0,True,False,0.0,67.048,0.0,84.857,0.0,0.0,84.857,84.857,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_01_B_Anim,e6b454d5aca461e19f0f4363864569524c8eaed725d200dacd0287d80b38fe36
Hit_01_F_Anim,受击,AnimSequence,1.0,60,1.0,True,False,0.0,-69.681,0.0,116.126,0.0,0.0,116.126,116.126,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_01_F_Anim,7b9ff3899f46b5607ad8e97b9e100a7ebfe5dde232094f0e5b811dd355e684da
Hit_01_L_Anim,受击,AnimSequence,1.0,60,1.0,True,False,-64.555,0.0,0.0,106.966,0.0,0.0,106.966,106.966,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_01_L_Anim,028e75e74696a8b9b0467bc287d9705fe412abe4a616e05628924a3097f9a0ce
Hit_01_R_Anim,受击,AnimSequence,1.0,60,1.0,True,False,69.097,0.0,0.0,74.952,0.0,0.0,74.952,74.952,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_01_R_Anim,389ff6c595df373097d7f0241c95944ab61b472ce6e72da37d2830baf4e07d17
Hit_Air_Anim,受击,AnimSequence,0.5,30,1.0,False,False,0.0,0.0,0.0,12.179,0.0,0.0,24.358,24.358,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Air_Anim,b5308d53758f980699a304963e9bdbc94ecc6eee9970a630c56fb7b30fea1a44
Hit_Drop_01_Anim,受击,AnimSequence,1.3333333730697632,80,1.0,False,False,0.0,-545.861,0.0,545.861,0.0,0.0,409.396,409.396,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_01_Anim,93174fa2a73d381f7210d416900d02d3b41287d65dfd05542ddacc3dc8d05eb7
Hit_Drop_01_End_Anim,受击,AnimSequence,0.9666666388511658,58,1.0,False,False,0.0,-215.747,0.0,215.747,0.0,0.0,223.186,223.186,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_01_End_Anim,c0a3e9921c01c0252eaea4cd02227b26cf58371734984cc519b0ff545bcacbb7
Hit_Drop_01_Loop_Anim,受击,AnimSequence,0.1666666716337204,10,1.0,False,False,0.0,-109.814,0.0,109.814,0.0,0.0,658.885,658.885,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_01_Loop_Anim,58958e6a495759a7e65003be4f7d13665aec1d9c613ab411a1e7e1727c9397f7
Hit_Drop_01_Start_Anim,受击,AnimSequence,0.20000000298023224,12,1.0,False,False,0.0,-220.301,0.0,220.301,0.0,0.0,1101.503,1101.503,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_01_Start_Anim,d6d1cb24142c52e634e5eb1659beb42d7001749761c358bfeadb0cceb4fb1ac1
Hit_Drop_02_Anim,受击,AnimSequence,0.5,30,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_02_Anim,280232c99d83d6730e95bbd7e8b001dfe3c91cf15ba576101cb877e665432f6a
Hit_Drop_03_Anim,受击,AnimSequence,1.3333333730697632,80,1.0,False,False,0.0,-49.559,0.0,49.559,79.232,0.0,37.169,37.169,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_03_Anim,5c343b4bdf7e98430b0795b93c6efbe16251b91263c564d7e8777b8b4039b494
Hit_Drop_03_End_Anim,受击,AnimSequence,0.75,45,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_03_End_Anim,166cf092c3c09ea96558a668d007fd411c874890ce1dc4a1cd19a8bd9833ff0b
Hit_Drop_03_Loop_Anim,受击,AnimSequence,0.8333333134651184,50,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_03_Loop_Anim,7a73341247faf96c18bb36bef45252e6897b0fdf1dce46f3df9b41d0ca66ceb8
Hit_Drop_03_Start_Anim,受击,AnimSequence,0.5833333134651184,35,1.0,False,False,0.0,-49.559,-0.0,49.559,79.232,0.0,84.958,84.958,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Hit_Drop_03_Start_Anim,05c597cfb0a9609deed4ed99af855f598eb3fe1476cc5334b0089b4b03e38877
Idle_Anim,待机,AnimSequence,2.1666667461395264,130,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Idle_Anim,f350e2c91e9aa2efa38d6f087a72c61088e6e009ef757798212e39b5a776af57
Jump_Anim,跳跃,AnimSequence,1.5833333730697632,95,1.0,False,False,0.0,0.0,0.0,0.0,198.073,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Anim,9454aaa6259f8b76295c19995361b20aa973d64159812de91e19f48b864d8c30
Jump_B_Anim,跳跃,AnimSequence,1.5833333730697632,95,1.0,False,False,0.0,-446.029,-0.0,446.029,148.726,0.0,281.702,281.702,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_B_Anim,af13a997c0e12c8231038b887d0df4b4b26681ce83bf203e5c0e8960e4273166
Jump_B_In_Anim,跳跃,AnimSequence,0.7166666388511658,43,1.0,False,False,0.0,-382.575,-0.0,382.575,148.831,0.0,533.826,533.826,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_B_In_Anim,1f51147b24fc70c9b34609bd2adb8e6bbf2757c62827d45682a23a8c02469130
Jump_B_Loop_Anim,跳跃,AnimSequence,0.8333333134651184,50,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_B_Loop_Anim,51dc17c5a9676eccdf1c459790371afa8f67d62a78027d31cd615d4e85e800c9
Jump_B_Out_Anim,跳跃,AnimSequence,0.8666666746139526,52,1.0,True,True,0.0,-63.453,0.0,63.453,0.0,0.0,73.215,73.215,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_B_Out_Anim,e187e1544395ed0bc2c004bda50f1437732dbc583b366bdb85dbeb032f343ab6
Jump_F_Anim,跳跃,AnimSequence,1.5833333730697632,95,1.0,False,False,0.0,495.588,0.0,495.588,0.0,0.0,313.003,313.003,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_F_Anim,2a71f4eab8cb6b8c800782ee44198b53ecd5795040a85276a9efc03816d37a68
Jump_F_In_Anim,跳跃,AnimSequence,0.7166666388511658,43,1.0,False,False,0.0,377.563,0.0,377.563,0.0,0.0,526.832,526.832,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_F_In_Anim,b9f69f5a306acf4570334a1aa1f3f471338a066cbd8876373a81340ecb29b1fc
Jump_F_Loop_Anim,跳跃,AnimSequence,0.8333333134651184,50,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_F_Loop_Anim,77d23f96ef789b9334511c6453013efa6840959402a41b0ed0cbffc1cda6d83f
Jump_F_Out_Anim,跳跃,AnimSequence,0.8666666746139526,52,1.0,True,False,0.0,118.025,0.0,118.025,0.0,0.0,136.182,136.182,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_F_Out_Anim,5d732eb7cf8861326442f9bdb564e2ea426cc521d583d415b544653e7b3ba966
Jump_In_Anim,跳跃,AnimSequence,0.7166666388511658,43,1.0,False,True,0.0,0.0,0.0,0.0,198.222,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_In_Anim,ea06e63ee5cabc96bd5223259c14dfc261871aa91c87b39511807484cb3b3e12
Jump_Loop_Anim,跳跃,AnimSequence,0.8333333134651184,50,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Loop_Anim,c88dd8134629ce8575cc567c253fb33fbaae31a980cf0067d6309593f8ef79aa
Jump_Out_Anim,跳跃,AnimSequence,0.8666666746139526,52,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Out_Anim,85b8d211d073df247f466e1a6e7bed4fc9af91d8ecbf6db60476e0e2f6ae01c2
Jump_Super_F,跳跃,AnimSequence,1.7333333492279053,104,1.0,False,False,0.0,743.381,0.0,743.381,0.0,0.0,428.874,428.874,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Super_F,928b58cc72ec552f55f245d3f1cdd1b44b8c12e84ad4bc0543ff618638512467
Jump_Super_F_In_Anim,跳跃,AnimSequence,0.8166666626930237,49,1.0,False,False,0.0,517.167,0.0,517.167,0.0,0.0,633.266,633.266,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Super_F_In_Anim,75eaba2e7cca8f34fd804d6574397eab2b0daa992ebedd1e2df20a5b547aba42
Jump_Super_F_Loop_Anim,跳跃,AnimSequence,0.8333333134651184,50,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Super_F_Loop_Anim,e0a6a952f411825f9d78473013fb688e28b3e727ebd927afde5337ddeac2d8ab
Jump_Super_F_Out_Anim,跳跃,AnimSequence,0.9166666865348816,55,1.0,False,False,0.0,226.214,0.0,226.214,0.0,0.0,246.779,246.779,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Super_F_Out_Anim,ddab3c3d29ba03c83a8e3ab0e50e54d7b748ec3e8c07e5db38cfcecd485fdb29
Jump_Two_Anim,跳跃,AnimSequence,0.6666666865348816,40,1.0,False,False,0.0,0.0,0.0,0.0,136.322,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Two_Anim,65c647e3d60d9acb056bc58a16b9249109e55d1436499186aef0ad055ddcd39f
Jump_Two_Montage_Anim,跳跃,AnimSequence,2.133333444595337,128,1.0,False,False,0.0,0.0,0.956,0.0,303.347,0.0,0.0,0.0,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Jump_Two_Montage_Anim,87fd1988b918b29558b9d1f5bfed1397f6c4f0c780bb7dc0612703d8d9fda24a
Run_B_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,0.0,-396.47,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_B_Anim,420df527669fde26429bde72b5abc067c8c364a476e877b6db958efb35fba5c6
Run_B_L_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,280.347,-280.347,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_B_L_Anim,391bea4dec141826db6a35efd0dd519ee226d633acf00441f1b3cec48a35325b
Run_B_R_Anim,跑步,AnimSequence,0.7333333492279053,22,1.0,False,True,-280.347,-280.347,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_B_R_Anim,59e07d8e1052270ce59026e686ca7e538468ad3fb9d1d3c550900f7d96048b3b
Run_F_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,0.0,396.47,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_F_Anim,c50101ff378f02922f977bfed7f50cde9b50b755f9c76abf4b6f48a3a97698cc
Run_F_L_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,280.347,280.347,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_F_L_Anim,b5ae40ef4fd8e1cbb2666895ccc433c4d95451c03769c2748118e9b3f0c6b6d4
Run_F_R_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,-280.347,280.347,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_F_R_Anim,adff0b27540d6186adc5694db9f527782cdb269b4c9440e37dc919bb859b70c6
Run_L_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,396.47,0.0,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_L_Anim,2648cdf9f68480526195d6ad09d78617aa72c8371f50cfc55e051b18c7bf8f56
Run_R_Anim,跑步,AnimSequence,0.7333333492279053,44,1.0,False,True,-396.47,0.0,0.0,396.47,0.0,0.0,540.641,540.641,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Run_R_Anim,340174830db6cb3c7385a60dcdcaf64aa0dfc889a814ce634725f530894240d9
Sprint_Anim,疾跑,AnimSequence,0.5333333611488342,32,1.0,False,True,0.0,396.47,0.0,396.47,0.0,0.0,743.381,743.381,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Sprint_Anim,258004b916fc260bbf1fd2ab40a1ef0000fb25a4f5a9df7954c1b5b948a406e8
Sprint_In_Anim,疾跑,AnimSequence,1.0,60,1.0,True,False,0.0,681.515,0.0,681.515,0.0,0.0,681.515,681.515,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Sprint_In_Anim,8f8aa58768359b1622d2622e68005f0b38e1a7221bbf7e4e38f3c5eff24db3ad
Sprint_Out_Anim,疾跑,AnimSequence,1.0,60,1.0,False,False,0.0,191.317,0.0,194.478,0.0,0.0,194.478,194.478,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Sprint_Out_Anim,ce8b6a6b88c5d4f357135eff1bfe48cf26e0286819f1bf2189dbc0e38e08dd5f
TPCAnimInstance,额外动画蓝图（缺少骨架）,AnimBlueprint,,,,,,,,,,,,,,0,,确认引用后补骨架或整理；当前角色使用其他 ABP,,/Game/Third/SwordAnimation/TPCAnimInstance,6c1592ba14ef3c00655a68eba3ecfff8a6c4685416738ae9ecb9f0388ad40704
Turn_L_180_Anim,转身,AnimSequence,1.5,90,1.0,False,True,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,1,,建议派生根旋转 Montage；结束不额外加角度,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Turn_L_180_Anim,679183120be3fa4b0f1ce931b22392d079c891bd8150dc319d29af9315d54c87
Turn_L_90_Anim,转身,AnimSequence,1.0,60,1.0,False,True,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,1,,建议派生根旋转 Montage；结束不额外加角度,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Turn_L_90_Anim,589eb677a7f00c28717ca7ddce996a9f11395b1e41364e834717b1f26ccd2967
Turn_R_180_Anim,转身,AnimSequence,1.5,90,1.0,False,True,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,1,,建议派生根旋转 Montage；结束不额外加角度,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Turn_R_180_Anim,2ab627b00e35acb57d290436d9c1af10713cc69be9f54b0d4543f22e3858ea7f
Turn_R_90_Anim,转身,AnimSequence,1.0,60,1.0,False,True,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1,,建议派生根旋转 Montage；结束不额外加角度,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Turn_R_90_Anim,f8c8a87dffe61a1cc8adcff554e82a567e53f3ef241b6833b4d728f0e785b8bb
Walk_B_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,0.0,-198.235,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_B_Anim,5aab015d13a5606ab65841faf490a24cded8d5a80b7d42f62258e4b2609ffa30
